content,label
"Kebanyakan loading, gini nih aplikasi klo biaya mahal hasil nyata murahan. Di korup terus",Negative
"Sudah masukin no npwp dan password, salah mulu, sampai ubah password typ salah lagi pas login",Negative
Ga bisa di pake aplikasinya.. Mau lapor aja di bikin RIBET,Negative
apk tolol vrfksi gak bisa²,Negative
Aplikasi berguna sudah sesuai semua tetap gagal,Negative
Aplikasi payah. Gimana mau taat atau lapor pajak. Klo sistem aja belum bener.. parahh,Negative
Buruk,Negative
Pas mau verifikasi wajah for close mulu hedeh,Negative
"Aplikasi dibawah naungan pemerintah seperti ini kualitasnya? Ckckck tidak heran. Baru buka apps sudah eror. Baru buka Live Chat Pajak, padahal jaringan bagus, sinyal oke. Tiba-tiba chat berakhir. Baru buka loh? Ckckck aplikasi tidak berguna.",Negative
"Aplikasi Hao Hao... sekelas Pengelola Pajak negara ...tak becus ngelola Aplikasi yg di butuhkan masyarakat... bagaimana masyarakat mau bayar pajak dengan tepat... Fasilitas yg anda buat sangat rumit ,,,dan membuat susah masyarakat banyak...padahal rakyat sudah bayar pajak,kalian suruh lagi lapor, sudah mau melapor kalian buat susah lagi",Negative
"Mau daftar sj di persulit, pulsa habis karna otp g jelas",Negative
"aplikasi aneh masa klik lupa sandi gak bisa, tolong lah di perbaiki aplikasinya, jgn smpai merugikan penggunaal nya",Negative
Cek dlu,Neutral
Sumpah ini aplikasi jelek banget.,Negative
"Error terus... pelayanan macam apa ini, gak jelas",Negative
Parah eror terus,Negative
"Klik banner dan slide tidak berfungsi. Tidak nyambung ke back 3nd, tolong direvisi lah sekelas programmer pemerintah harusnya top markotop",Negative
"Gajelas dibikin muter muter doang. Gua lupa efin, udah isi data tapi suruh login dulu dan loginnya harus pake efin gimana sii. Mau lapor pajak aja dibikin susah begini",Negative
Di buat susah pada saat pengiriman otp hanya buat pulsa habis saja,Negative
"Jelek aplikasinya error terus, perlu perbaikkan",Negative
Apk apaan mau login aja susah apalagi pas cek efin katanya udah dikirim email tp nggak ada email masuk👎👎,Negative
Proses permohonan efin tidak sampai 20 menit👍,Positive
"Pulsa 20 ribu habis , gabisa masuk kode otp selalu salah as*""",Negative
"banyak nge bug nya, stuck masa mau daftar gak bisa kocak",Negative
"Layanan lupa efin ga guna.. kode OTP yang dimasukan sesuai sama yg dikirim, mau verifikasi keterangannya kode OTP salah, Aneh banget.",Negative
"Aplikasi tolol, niat hati mau laporan pajak mau minta EFIN aja dipersulit!",Negative
"Aplikasi buruk,percuma di realis aplikasi kalau sering gangguan,lebih bagus ga usah lewat aplikasi,bukan mempermudah pelaporan malh menyebalkan",Negative
Pendaftaran langkah ke 2 sdh gak bisa lanjut lagi stuck di situ aja mau di klik next atau prev gak bisa juga...developernya perbaiki lagi nih,Negative
"aplikasi tak bisa di pakai, ribet X",Negative
Oke😊😊😊,Positive
Ga ada guna ini aplikasi. Selayaknya aplikasi pemerintah pada umumnya. Gw kaga bisa login mon,Negative
Sngt gg profesional. Otp trobel terus,Negative
Aplikasi nya sudah bagus dan bermanfaat,Positive
"Menghabiskan kuota saja,niat mau laporan SPT,setengah hari mantengin hp GX ada guna,bukan nya dipermudah malah menyusahkan,giliran GX laporan didatangi petugas,pajak ini bener bener seperti lintah darat,sya tidak punya hutang,tp kalau telat bayar didenda,kalau mau bikin sistem itu dibenerin dulu otak nya,lebih mudah mobile legen ketimbang aplikasi burik ini,taaaiiiii",Negative
Lapor SPT gak bisa,Negative
"Breng*sek apk m.pajak sudah memasukan data dengan benar malah error mulu,bodo amat ga susah bayar pakaj sekalian.",Negative
"Kea da'a ngoni p aplikasi ini, so ulang2 isi data tpi gagal turus 👎",Negative
Saya gagal mendapatkan kode verifikasi lupa efin karena kode tidak dikirim ke email maupun sms.,Negative
"Aplikasi pajak koc begini ya kualitas nya, sudah registrasi di bilang email tidak aktif padahal tiap hari di pakai,mau buat ulang makai email itu bilang nya email sudah di gunakan. Trus harus gymna?? Tolong donk kalo buat Apk di maksimalkan, ini aplikasi sekelas Pajak koc begini???????",Negative
Ga bisa dibuka,Negative
"Lohlohloh, katasandi salah terus padahal udh lupa sandi juga, tolong diperbaiki min",Negative
TELKOMSEL ROLI 🇮🇩,Neutral
Bangsat,Negative
aplikasi ala kadarnya...,Negative
Beri bintang lima karena aplikasi nya sangat membantu,Positive
"sulitnya hanya mau mendapatkan efin, lewat Mpajak email tidak sesuai, lewat email tidak bisa, lewat telpon 1500200 tidak aktif,",Negative
Gagal terus,Negative
Aplikasi ga ada yg jelas fiturnya,Negative
Apk sistem gK matang jgn maksa diluncurin,Negative
APLIKASI SAMPAH,Negative
"Aplikasi sampah, lupa efin aja susah banget mau dapatin nya lg, pake aplikasi crash manjang, tau ga posisi kerja saya ini jauh dri kota",Negative
"Mau di buka,,ada notif aplikasi ini mesti di perbarui dan langsung nge Hang ga bisa di apa2in",Negative
Ok,Positive
Aplikasinya sangat susah. Bukanya mempermudah malah mempersulit. Di awal membuka aplikasi harus update dan loadingnya sangat lama.,Negative
Parah ini aplikasi sudah daftar membuat NPWP online malah gagal trus pulsa selalu berkurang untuk validasi otp. Bertanya di aplikasi juga 24 jam system selalu eror,Negative
Ampas banget sistemnya,Negative
Internet cepet buat apa? Lapor pajak aja susah🤦lemot,Negative
"Ini aplikasi DJP versi android untuk apa yaa,? ga ada menu lapor spt nya, mau lihat historis juga ga bisa, mau ganti no nik jadi no npwp juga ga bisa !",Negative
Pendaftaran langkah 2 aja untuk validasi otp sulit sekali ketika d klik bagian daftar malah g bisa di klik mohon webnya di perbaiki lagi ... Sangat no recomend buat pendaftaran online tergolong sulit yang ada habis2in pulsa,Negative
"Keringat sendiri di suruh bayar pajak ,,, sistemnya di persulit pula buka wabnya parah sulit tolong di perbaiki lg",Negative
Sya harus bisa daftar NPWP,Neutral
Semoga segera diperbaiki,Neutral
"Tolong diperbaiki lg!!!! aplikasinya sangat buruk, Nge bug teruss ga jelas, kode otp ditungguin ga masuk"" Rata"" emg pada bintang 1 karena emg bener apknya sgt payahh dan buriqq, sebenernya mau kasih bintang 0 Ga usah download drpd emosi",Negative
Mbulet tp tetep gak bisa masuk. Beginikah punya negara indonesia,Negative
"Tidak bisa daftar meskipun pertama kali mendaftar, kenapa email di uppercase padahal email itu lowercase",Negative
Cukup baguss,Positive
Installing update aja muter teruuss aneh,Negative
Gak bisa laporan spt fiturnya ampas,Negative
Aplikasi yang buruk jangan di pakai ga bisa dapat kode otp nya,Negative
"Error, loading minta di update terus padahal sudah terupdate..mohon diperbaiki",Negative
"Praktis dan banyak menu menarik. Bisa melihat kantor pajak terdekat sesuai lokasi kita saat ini, bisa akses kalkulator pajak, lupa EFIN, buat kode billing, update aturan terbaru, dan sebagainya. Yuks, unduh aplikasinya untuk layanan pajak yang makin praktis.",Positive
Ajukan lupa efien selalu gagal,Negative
Pelayanan terbaik,Positive
ujung2nya suruh konsultasi ke kantor pajak terdekat.,Negative
Untuk verifikasi akun email sudah bisa tapi mentok di OTP verifikasi ke nomor HP. Kesel padahal ini kita bayar dan taat pajak. Tolong developer nya yg serius ini kan masalh uang yang di bayarkan.,Negative
Indonesia gakakan maju.. serba di persulit,Negative
apa guna ni aplikasi.. lapor pajak gak bisa ya begini aplikasi pemerintah... maunya uang2 uang bikin aplikasi gak becus... kerja oi....,Negative
Ada apa dengan aplikasi ini mau login aja susah. Tolong lah dibenerin biar bisa diakses,Negative
mohon di perbaiki aplikasi nya,Negative
"Ngk kekantor ngk di aplikasi sama"" dibikin susah",Negative
Apk layanan publik yg sangat burik,Negative
Aplikasi sampah buang anggaran doang.. workflow nya gajelas banget,Negative
Aplikasinya Gak mau terbuka di hp saya kok begitu???,Negative
Di-update malah force closed terus.,Negative
"Tolong dong,masa saya mau masuk aplikasi nya aja g bisa. Kami download ingin di permudah bukan di persulit",Negative
Aplikasi tidak berguna,Negative
"Aplikasi gajelas, nomor npwp dan password sudah sesuai gabisa login",Negative
sangat membantu,Positive
"Selalu elorrr kalu minta no efin juga susah ,ribet lagi kenpa enga pia wa lagi banyak Kendal operator susah d hubungi katanya mudha nyatanya jelek tolong sistem nya benar"" d perbharui lagi",Negative
Good,Positive
"Mohon utk diperbaiki lagi aplikasi nya, karena utk proses verifikasi lupa efin sangat susah, saya sudah mencoba berulang kali tetap tidak bisa padahal datanya sudah benar",Negative
"Kalo ga siap buat digital, ga usah bikin aps.",Negative
Rubah data ribet amat antara petugas dan di aplikasi gak beres...,Negative
"Developernya tolol, stuck di langkah ke 2. Ga ada email masuk. Verifikasi nope padahal udah berhasil. Website djp juga makin ancur. Kalau udah login pun ga bakal bisa ngapa2in. Ga bisa bikin npwp. Ga tau deh kalau pake PC, bisa atau ngga nya.",Negative
aplikasi tak bermutu sudah di kasih kode otp kok ngak bisa di vadilasi makan pulsa terus,Negative
"Aturan ngga usah kasih bintang. Ni apps kocak asli. Udah verifikasi otp pake email, ngisinya udah bener masa verifikasi bilangnya ""Kode Verifikasi Gagal"" kocak asli kocak.",Negative
"Astaga, aplikasinya gak bener, mau marah tapi konoha",Negative
Aplikasi ny erorr,Negative
"lupa Efin mau liat lagi dari apk malah gabisa bisa pas shoot foto, tiba-tiba keluar gitu gimana sih ini tolong dong di benerin lagi developer nya",Negative
Disuruh lapor pajak tapi tombol lapor pajak gk ada... bangkelah,Negative
U yu n ngolu hi ito ogi do wq ru uui8ii,Neutral
"Saya fikir dengan M-Pajak urusan pajak jadi lebih simple, tapi malah lebih di persulit. Lupa efin padahal sudah oke ada fiturnya, tapi proses verivikasinya itu nyangkut ke email mana ya?? Ya itu mengharuskan orang datang juga ke KPP, kita libur kpp juga libur.",Negative
"Jelek, selalu gagal, selalu muncul eror dan aplikasi tertutup sendiri, parah",Negative
"Muncul peringatan harus update, tapi di Google Play statusnya udah versi terbaru. Aneh.",Negative
"gabisa login, saya mobile dev, mending hire saya, biar ta fix.in bug nya",Negative
Mayan fitur LUPA EFIN Udah bisa digunakan,Positive
Tidak bisa untuk lapor SPT...sy gak tahu nih aplikasi gunanya buat apa??,Negative
Sippp,Positive
Aplikasi busuk,Negative
"ni aplikasi gblog apa gmna baru install jg katanya ""ada update terbaru"" .ndasmu a !!!",Negative
Habis diupgrade malah gak bisa untuk lapor...perbaiki lagi aplikasinya min,Negative
Aplikasi bajing#an!! Tidak berfungsi apa apa!!!!,Negative
"Susah amat,giliran buka email masuk,ini ketendang ke login lagi,ulang-ulang",Negative
Ok,Positive
"Ku kira mempermudah, ternyata........",Negative
Percuma ada layanan kring pajak kalau ngga bisa di hubungi,Negative
Baik,Positive
"Suruh orang bayar pajak, tapi aplikasi aja mempersulit user. Emang paling kpcak ini orang2 pajak. Gak usah aja bayar pajak",Negative
"Aplikasi lol, setiap mau login username tidak ditemukan, pasti lelet mulu, diperbaikilah aplikasinya, percuma dibuat kalo mempersulit",Negative
Susah terhubungnya,Negative
Mantap betul penjelasannya,Positive
"Gausa di dnlod, ga guna",Negative
"Klo aplikasi belum siap, jangan di rilislah ! mau apanya yang berguna.",Negative
buat npwp di tolak,Negative
"kurang datail, kurang membantu",Negative
"Bikin APPS KEK ANAK ANAK PKL , ORANG SURUH ONLINE TAPI KAGAK SIAP DENGAN SISTEM LOL",Negative
"Installing update teruss ,, bintang 1 tydack ramah!!!",Negative
"Mengecewakan, menyusahkan dan merugikan.. #ribet",Negative
mantap,Positive
Setelah update malah gak bisa login... Parah bangettt dahhhh,Negative
Mantep.....lgsg dpt efin,Positive
"Sumpah susah bgt di hubungannya bwat lupa EFIN dari via gmail WA tlp semuanya ga bisa ada kesalahan lahh atau apalahh,,, padahal kita mau lapor pajak tapi ko di bikin susah gitu",Negative
"Cepat, telat dan akurat",Neutral
"Eee Indonesia eeee Indonesia nangis Soekarno didalam kubur, eeeee Indonesia ngk miris cok, eeeee Indonesia ngk bisa diungkapkan dengan kata-kata, eeeeee Indonesia",Negative
"Akun sudah terdaftar, Mau masuk ke login eror terus ,,",Negative
Susah amet login. Ini duit pajak ke mana si sampe aplikasi ga dibenerin,Negative
1: dulu,Neutral
🤳,Neutral
gak berfungsi sama sekali mau minta kode efin udh selesai semua nunggu sms masuk gak ada masuk sama sekali pembodohan,Negative
sangat terbantukan,Positive
Membantu 👍👍👍,Positive
Aplikasi apaan sumpah demi alloh jangan download gak berguna mau daftar juga gak bisa bisa mau tanya masalah npwp asli gak bisa masuk masuk...aplikasi sangaaat Buruk...,Negative
"Membantu banget everybody, donk.",Positive
"Devloper guwoblok, kode verifikasinya di kirim kemana cox",Negative
Tidak membantu sama sekali,Negative
06 maret 2024 Mau bikin akun aja susahnya ampuuuun👎,Negative
Sangat bagus,Positive
"Aplikasi tdk bisa lapor pajak. Setiap masuk menu lapor, ada trus pesan muncul, ""terjadi kesalahan""",Negative
Katanya pemerintah memudahkan rakyat tp susah amat mau daftar aja gak bisa di klik gimana rakyat mau percaya dengan dektorat pajak,Negative
Nomor NPWP sudah di dapat. Cara mendapatkan nomor EFIN bagaimana? Mau buat laporan SPT setiap tahunnya jadi sulit. Karena belum pernah mendapatkan nomor EFIN.,Negative
"bayar pajak aja ribet dah, wakanda.... wakanda....",Negative
"Aplikasinya eror,sudah mengisi data 2 kali langsung log out sendiri",Negative
Great good...!!!!,Positive
"Lupa nomor efin, sudah ikuti pengisian sampai tahap kirim OTP berkali-kali via email & sms tetap tidak dikirim nomor EFIN nya Email manual via lupa.efin tetap juga tidak dikirim padahal sudah mengikuti arahan dan format, mau lapor spt aja kok nyusahin gini..",Negative
Hapus mending nih applikasi Pakai browser aja ribet ini pakai bikin applikasi... Kalau susah buat daftar online Lebih baik gak usah buat applikasi...,Negative
Aplikasi tdk mendukung,Negative
Bagus,Positive
Aplikasi sampah.paswrd udah bener dikata salah.padahal di website bisa.klik lupa password jg gak respon.buang2 kuota.buang2 waktu bangke beud,Negative
Sangat mudah bagi saya yang lupa efin cok,Negative
gak masuk masuk otp reset paswordnya,Negative
"Aplikasi bohongan masa baru masuk restart terus, mau masuk aja susah apa lagi isinya",Negative
aplikasi ini membantu jadi kita tidak perlu ngantri berjam jam dikantor pajak,Positive
aplikasi ga bisa dipakai,Negative
"Uninstall....harusnya mudah,malah ribet, banyak nge-bug aplikasinya",Negative
"Ribet minta no efin aja di persulit, udh bayar pajak suruh laporan pula ke kantor nya langsung apa lah guna ini aplikasi, tidak berguna",Negative
Sangat bagus dan membantu,Positive
Lebih mudah menginformasi kan pajak pendapatan,Positive
chat pengaduan susah banget 😏,Negative
Sippp-Mantabbbbz,Positive
Di update malah lemot bikin geleng2 kepala,Negative
"Payah! Berkali² berusaha login susah, mqu klik daftar susah, lupa sandi susah. GA BERGUNA APKNYA. ADA APK CUMAN BUAT NGABISIN ANGGARAN ENGARA DOANG. ISI YA GA MUTU DNA GA GUNA.",Negative
Mantap,Positive
"lelah banget mau tanya fiska doang, ghosting mulu! Bad!",Negative
"Data saya bocor, orang mau bayar pajak dipersulit",Negative
Sangat bagus 👍👍👍👍👍👍👍👍,Positive
APK ny klo beloem dapat beraktivitas dgn layak.... Tak usah d i pajang di play store....bikin malu pengguna.... memangny duit pajaknya dikemanai ... Buat Apk ny bobrok gituuu,Negative
Oke Bagus,Positive
Okhay,Positive
Aplikasi sampah .semua aplikasi milik pemerintah itu gak ada yang bagus systemnya amburadul,Negative
Kaga bisa lapor SPT padahal kalo bisa lapor SPT mah lumayan bagus nih app,Negative
Tampa ribet dan proses cepat,Positive
Aplikasi gak berguna mending langsung pakai web.aplikasi sampah,Negative
"Kode verifikasi berhasil dikirim, dikirim kemana min? Lain kali pake developer yg besar klo mau pesan aplikasi Jan pake orang dekat, busuk hasilnya kek gini, gak ada yg masuk gk bisa pake cara lain",Negative
cacad,Negative
"Mau lapor SPT aja susah , gak ada menu SPT nya",Negative
"Ngomong nya di permudah, asli nya di persulit...fitur gak ada yang bisa di pake",Negative
Pergi ke kantor suruh online Nyoba online Captha nya gak masuk masuk padahal udah bener Yang ada ngabisin pulsa doang Tolong dong di permudah ini kan buat pajak buat negara,Negative
Memudahkan dalam lapor pajak,Positive
ini sebenarnya buat apa aplikasi dibuat??? kok saya merasa g ada faedahnya... berharap ada aplikasi agar dipermudah dalam administrasi nya..eehh malah seperti spam ni aplikasi...mau lapor pajak aja gak tau dimana yang mesti di pilih.. beneran kecewa sama dinas perpajakan yang bangga pakai ni aplikasi secara global,Negative
Aplikasi tidak berguna lupa efin sudah kirim berkali kali di cek di kotak masuk email nihil efin nya makan gaji buta,Negative
Sangat medukung,Positive
"Aplikasi buang2 waktu Log out terus, proses pengecekan efin",Negative
Force close bego,Negative
Ok,Positive
"Aplikasi ini sangat cerdas...🤗🤗 Terbantu sekali,,saya sudah lupa dengan efin saya dan mertua tinggal isi data dan foto diri..langsung dapat efinnya..terima kasih m-pajak 🙏🙏 Mudah²n dapat lebih ditingkatkan lagi, dapat digunakan utk segala keperluan perpajakan spt pelaporan dan pembayaran pajak..",Positive
"Ribet, lama, nyusahin, dicoba berkali kali minta kode efin kgak bisa2",Negative
Aplikasinya Bagus banget keren 👍👍👍,Positive
"Ribet banget mau login susah, dipersulit harus masukan kode EFIN minta verifikasi kode EFIN gagal terus. Padahal gue bayar pajak tolong jangan dibikin ribet atau dipersulit gimana orang yang lupa password dan kode EFIN?",Negative
